"Date","nCtry","AUr","NZr","UKr","CNr","JPr","NWr","SDr","SWr","EKr","AUUIP","AUPPP","AUMF","AUTR","NZUIP","NZPPP","NZMF","NZTR","UKUIP","UKPPP","UKMF","UKTR","CNUIP","CNPPP","CNMF","CNTR","JPUIP","JPPPP","JPMF","JPTR","NWUIP","NWPPP","NWMF","NWTR","SDUIP","SDPPP","SDMF","SDTR","SWUIP","SWPPP","SWMF","SWTR","EKUIP","EKPPP","EKMF","EKTR","rOneN","OneN","UIP","PPP","MF","TR","wAU","wNZ","wUK","wCN","wJP","wNW","wSD","wSW","wEK","u","rPPP","ParaPP","L1","L2"
"1988-01",8,-0.0193905817174516,-0.00106028476219333,-0.061983032873807,0.0189655172413794,-0.0508806262230921,-0.0254602428515472,-0.039290450928382,-0.070065091786733,0,0,-1.04932991287195,-1.14605120100387,0.823625702065788,0,-0.444424917946544,0,0.560036173691624,0.76259834675266,-0.633204924931353,0.10582121521546,0,0.733793850736209,-0.112943715073328,-0.232988354403236,0.0329932110847591,-0.131594305931986,2.18630629085138,1.27321834019165,-1.41665508684217,0,-0.183741090102366,0,0,0,-0.353468426325733,0,0,-1.36479789155688,0.590806696399903,0,0,0,0,0,0,-0.0311455992377284,1,-1.06430367158507,0.354826099395196,1.73432662468753e-07,0.180870007163396,0.0970799184883537,0.117950023329795,-0.00453922945899021,0.0231140718152114,0.20744808016769,0.116850483212545,0.109322522128435,0.33277413031696,0,-0.297341972329902,-0.0424290822522853,1,1.59999995157632,1.29135782565278
"1988-02",8,0.0149717514124295,0.00758150113722511,0.00248714035385245,0.0122164048865621,-0.00544959128065381,0.00424828888364415,0.00667556742323105,-0.018096947935368,0,0,-1.05232483451192,-1.14746160111757,0.81536356816154,0,-0.433536481631718,0,0.55535652116182,0.807489096821091,-0.649544973439337,0.111575595117761,0,0.688957030311568,-0.125004432096275,-0.235168161378132,0.0519745484778942,-0.134372893250251,2.18395216406538,1.27105416737794,-1.42269463780125,0,-0.182625437133413,0,0,0,-0.334442063677318,0,0,-1.36207323388241,0.5935260584246,0,0,0,0,0,0,0.00307926436011531,1.00307926436012,-1.0958456524447,0.27538954940547,7.01107654827414e-08,0.228761261783014,0.112090532026337,0.125956580274126,-0.00797016323491084,0.0278092832732203,0.177904027737376,0.118713357894732,0.113487268847708,0.332009113181411,0,-0.252782087202088,-0.00276289723287002,0.99723710276713,1.59999653374395,1.32904881279626
"1988-03",8,0.0314500417478429,-0.0158013544018057,0.0637158161826896,0.0213903743315509,0.0350523771152296,0.0193263833199679,0.0206097768693578,0.0220183486238532,0,0,-1.05789004276625,-1.14526521826531,0.812434573449339,0,-0.422111676569397,0,0.548499058740899,0.801535701501541,-0.656198498488461,0.120749891321995,0,0.767791370488031,-0.124526779294245,-0.245690625004071,0.0655320682241819,-0.266665852031401,2.18268876894267,1.27020595194738,-1.42646570041442,0,-0.160614712534521,0,0,0,-0.348745127124415,0,0,-1.30266121995817,0.587398067834621,0,0,0,0,0,0,0.0247202204735858,1.02787560492758,-1.06430367158507,0.354826099395196,1.73432662468753e-07,0.180870007163396,0.0964472313786763,0.118678848622162,-0.0107392153400339,0.0188130271311746,0.225035468290489,0.117876213505737,0.10953201585742,0.324356410554374,0,-0.230561895456098,0.0204415146465188,1.0176221396094,1.59999995157632,1.29135782565278
"1988-04",8,0.0221262817053427,0.0285932721712536,-0.00424065730188183,0.0040676863000324,-0.00656420108869682,0.00971659919028345,-0.000680851063829646,-0.0222461428058843,0,0,-1.04964961027799,-1.14408030135121,0.836795360462582,0,-0.423979320365465,0,0.496124645034012,0.766574620352931,-0.69756980857749,0.132037863320222,0,0.865617401696626,-0.117869456589284,-0.256058605714862,0.0968538222187513,-0.409251773699465,2.17730255898327,1.26810104374585,-1.42977382771535,0,-0.158890792522966,0,0,0,-0.320445970767957,0,0,-1.22294024835009,0.591102400117879,0,0,0,0,0,0,0.00384649838832744,1.03182932678533,-1.06430367158507,0.354826099395196,1.73432662468753e-07,0.180870007163396,0.0973634884342055,0.117411892453967,-0.00792301678990975,0.00680187109706644,0.243691119628435,0.117952674982408,0.110787175765687,0.31391479442814,0,-0.251949054564853,-0.00193961271188432,1.01564834677151,1.59999995157632,1.29135782565278
"1988-05",8,0.0587381203801478,0.0301768990634754,-0.0214532871972318,-0.00380906070183962,-0.00151866357605313,-0.014365522745411,-0.0196078431372548,-0.0348386203075218,0,0,-1.04679859892582,-1.11676710524265,0.882006810456557,0,-0.428870998918131,0,0.441486448672643,0.639238881241733,-0.707538175014008,0.103150817207948,0,1.01086995488967,-0.121422331179967,-0.276927191371018,0.096981417388474,-0.502497445213843,2.17749013374674,1.29054347940572,-1.42047467651767,0,-0.151856118288226,0,0,0,-0.308545333083113,0,0,-1.14761139091756,0.587541421662526,0,0,0,0,0,0,-0.000834747277711129,1.03096801006374,-0.4080027160584,0.419377915278471,-0.324332680110473,-0.0609649401730806,0.108678545217112,0.0991532224524706,0.0511259668031614,0.0775680675710643,0.223280665435791,0.11703936221125,0.108825362680338,0.214328807628813,0,-0.253671066841014,-0.00363774169402174,1.011953680434,1.21267825162043,0.451252463452298
"1988-06",8,-0.00947512778955251,-0.0288600288600287,-0.0705581547165707,0.0172300082440229,-0.063056990938366,-0.0564759036144578,-0.0465393794749405,-0.0413014608233733,0,0,-1.0446872631494,-1.12802442900003,0.905200972511789,0,-0.436479931580899,0,0.381721337490748,0.926029832630563,-0.704353276660367,0.0713609818259189,0,0.784509600213141,-0.128135902968228,-0.234622953164796,0.133332094157365,-0.676327182915981,2.18049293256115,1.29128640033891,-1.4202544041599,0,-0.157341456389798,0,0,0,-0.292970743346682,0,0,-1.03421224992772,0.583475641534218,0,0,0,0,0,0,-0.0373796297466583,0.992430807566906,-1.20588043690105,-2.99043643144325e-05,-0.381582842595062,0.0125049972578033,0.180223193065255,0.125598309616682,-0.0179862902768083,0.01814680790539,0.163126437486584,0.125000588149529,0.12500109513798,0.280889858915388,0,-0.292529787965731,-0.0385150778868711,0.972978205614178,1.59999818111823,1.59990946971428
"1988-07",8,0.0100692259282569,-0.0148588410104012,0.000877963125548664,0.00189972743041222,0.00360766629086817,-0.0220913107511046,-0.0208755257828322,-0.0358514724711908,0,0,-1.04087084145656,-1.12797524741877,0.927660644266194,0,-0.44307516591615,0,0.361692605494786,0.987962284003602,-0.686969829266035,0.0684271044302518,0,0.70756155060137,-0.131326398510563,-0.232350734208399,0.122593955448062,-0.64053421567913,2.18668720142457,1.29189887719692,-1.41194720520904,0,-0.169308234904233,0,0,0,-0.293606427842324,0,0,-1.05498961892584,0.578469696471299,0,0,0,0,0,0,-0.00965282090505537,0.982851050720804,-1.20588043690105,-2.99043643144325e-05,-0.381582842595062,0.0125049972578033,0.180255940210061,0.125567026865133,-0.0271818070373774,0.0296204232717366,0.157714930815879,0.125000632881892,0.125001097514198,0.284021755478477,0,-0.265582895423863,-0.0150028433625306,0.958380766000193,1.59999818111823,1.59990946971428
"1988-08",8,0.00161993769470392,-0.0746606334841629,-0.0160818713450291,-0.0236290322580643,-0.0254175212423089,-0.0204847085978073,-0.0113968889573387,-0.0145110410094638,0,0,-1.03453603759764,-1.12028684710361,0.951972797501634,0,-0.446137831739148,0,0.34409871450937,1.0315701482137,-0.69011600841523,0.0584767229505598,0,0.626565569959157,-0.131167748807165,-0.236498835230057,0.105437264535602,-0.538747703124229,2.19166198894568,1.29830895938311,-1.40150877654661,0,-0.163844154696707,0,0,0,-0.29271356381236,0,0,-1.11938801504862,0.566853356122573,0,0,0,0,0,0,-0.0230702198999339,0.960176460851794,-1.06430367158507,0.354826099395196,1.73432662468753e-07,0.180870007163396,0.100637843188077,0.112991973791199,-0.042846882186972,0.0382090775629007,0.262194919492385,0.117732977210033,0.112017198489049,0.299062892453327,0,-0.274587327461627,-0.0231792429212149,0.936166225414054,1.59999995157632,1.29135782565278
"1988-09",8,-0.0258770838517043,-0.00211898940505306,0.00505200594353639,0.0186478271584654,0.0195668409260643,0.00202370627348936,0.0105836575875486,0.000947268708556992,0,0,-1.02475335997169,-1.13545076511585,0.962686833094302,0,-0.450366431296354,0,0.31965578323999,0.984129496446492,-0.704886993010888,0.0703166379753216,0,0.685920905920848,-0.128156563428257,-0.221936672676929,0.11673797030705,-0.546522625960295,2.19442427293371,1.28707079981746,-1.39908058664134,0,-0.152944649079285,0,0,0,-0.290515892229315,0,0,-1.12352777640705,0.557199616082082,0,0,0,0,0,0,0.00360315416761296,0.963636124668356,-0.0253124835382663,0.532622616042284,-0.30294743633175,-0.242054281865358,0.0706440766175815,0.0853438252661305,0.0722935298604932,0.11916959684132,0.266421561177329,0.114817277612215,0.10565808318487,0.16565204944006,0,-0.24283214653148,0.00729912675975798,0.942999421361556,1.10293681777766,0.434694997491936
"1988-10",8,0.0472541507024264,0.0225416530545575,0.0461265523358958,-0.00196769697466592,0.0669322709163347,0.0403007518796992,0.0371267150928167,0.0546120546120545,0,0,-1.01942052797244,-1.1179141685517,0.989771402520574,0,-0.463054014612555,0,0.272590135056927,0.99916747349234,-0.710165795814576,0.0842850806025864,0,0.714081417120042,-0.121912024100952,-0.260671594555233,0.126865688641329,-0.746758142359189,2.1976299022084,1.29430068250435,-1.38922722621883,0,-0.16228124794233,0,0,0,-0.267997840236246,0,0,-0.966490748253194,0.547201548470707,0,0,0,0,0,0,0.0391158064523899,1.00132952881141,-0.4080027160584,0.419377915278471,-0.324332680110473,-0.0609649401730806,0.109339036033374,0.0986483664268678,0.0333965874977447,0.0917919486982612,0.236403367846357,0.116492853568645,0.110950953057824,0.202976886870927,0,-0.210064353126725,0.0444722643419637,0.984936740902665,1.21267825162043,0.451252463452298
